,vc1,vc2,vc,vc_int
514,9-1-36(a),9-1-110(a),9-1-36(a),119
515,9-1-36(a),22-2-88(b),9-1-36(a),119
516,9-1-36(a),9-1-110(a),9-1-36(a),119
517,9-1-36(a),22-2-88(b),9-1-36(a),119
518,9-1-36(a),22-2-88(b),9-1-36(a),119
519,9-1-36(a),22-2-88(b),9-1-36(a),119
520,9-1-36(a),22-2-88(b),9-1-36(a),119
521,9-1-36(a),9-1-104,9-1-36(a),119
522,22-2-17,22-2-88(b),22-2-17,7
523,9-1-36(a),22-2-45,9-1-36(a),119
524,9-1-36(a),9-1-104,9-1-36(a),119
525,61-63.0600,22-2-88(b),61-63.0600,60
526,9-1-36(a),9-1-104,9-1-36(a),119
527,22-2-22,9-1-104,22-2-22,11
528,22-2-45,22-2-88(b),22-2-45,18
529,9-1-36(a),9-1-104,9-1-36(a),119
530,61-63.0100,22-2-88(b),61-63.0100,58
531,9-1-36(a),9-1-104,9-1-36(a),119
532,9-1-36(a),22-2-88(b),9-1-36(a),119
533,9-1-36(a),22-2-88(b),9-1-36(a),119
534,9-1-36(a),9-1-104,9-1-36(a),119
535,9-1-36(a),22-2-45,9-1-36(a),119
536,9-1-36(a),22-2-88(b),9-1-36(a),119
537,9-1-36(a),9-1-104,9-1-36(a),119
538,9-1-36(a),22-2-88(b),9-1-36(a),119
539,9-1-36(a),22-2-88(b),9-1-36(a),119
540,9-1-36(a),9-1-104,9-1-36(a),119
541,9-1-36(a),22-2-61,9-1-36(a),119
542,9-1-36(a),22-2-45,9-1-36(a),119
543,9-1-36(a),22-2-88(b),9-1-36(a),119
544,9-1-36(a),9-1-104,9-1-36(a),119
545,9-1-36(a),22-2-88(b),9-1-36(a),119
546,9-1-36(a),9-1-110(a),9-1-36(a),119
547,9-1-36(a),22-2-88(b),9-1-36(a),119
548,9-1-36(a),9-1-104,9-1-36(a),119
549,9-1-36(a),22-2-45,9-1-36(a),119
550,9-1-36(a),22-2-88(b),9-1-36(a),119
551,9-1-36(a),22-2-61,9-1-36(a),119
552,61-63.0100,22-2-88(b),61-63.0100,58
553,61-63.0100,22-2-88(b),61-63.0100,58
554,9-1-36(a),22-2-88(b),9-1-36(a),119
555,61-63.0600,22-2-43,61-63.0600,60
556,9-1-36(a),22-2-43,9-1-36(a),119
557,9-1-36(a),22-2-88(b),9-1-36(a),119
558,9-1-36(a),9-1-110(a),9-1-36(a),119
559,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
560,9-1-36(a),9-1-104,9-1-36(a),119
561,9-1-36(a),22-2-88(b),9-1-36(a),119
562,9-1-36(a),22-2-88(b),9-1-36(a),119
563,9-1-36(a),9-1-104,9-1-36(a),119
564,9-1-103(C),22-2-88(b),9-1-103(C),74
565,9-1-110(a),9-1-104,9-1-110(a),81
566,9-1-36(a),22-2-83(c),9-1-36(a),119
567,22-2-22,22-2-88(b),22-2-22,11
568,9-1-36(a),22-2-43,9-1-36(a),119
569,9-1-36(a),22-2-88(b),9-1-36(a),119
570,9-1-36(a),22-2-88(b),9-1-36(a),119
571,9-1-103(C),22-2-88(b),9-1-103(C),74
572,9-1-103(C),9-1-104,9-1-103(C),74
573,9-1-36(a),22-2-83(c),9-1-36(a),119
574,9-1-36(a),22-2-88(b),9-1-36(a),119
575,9-1-36(a),22-2-22(a),9-1-36(a),119
576,9-1-36(a),22-2-88(b),9-1-36(a),119
577,9-1-103(C),22-2-45,9-1-103(C),74
578,9-1-103(C),22-2-88(b),9-1-103(C),74
579,9-1-103(C),22-2-88(b),9-1-103(C),74
580,9-1-103(C),22-2-45,9-1-103(C),74
581,22-2-88,22-2-22(a),22-2-88,33
582,9-1-36(a),22-2-88(b),9-1-36(a),119
583,9-1-36(a),22-2-88(b),9-1-36(a),119
584,22-2-17,22-2-22(a),22-2-17,7
585,9-1-36(a),22-2-88(b),9-1-36(a),119
586,9-1-36(a),22-2-88(b),9-1-36(a),119
587,9-1-36(a),22-2-88(b),9-1-36(a),119
588,9-1-36(a),22-2-45,9-1-36(a),119
589,9-1-36(a),22-2-88(b),9-1-36(a),119
590,9-1-36(a),22-2-88(b),9-1-36(a),119
591,9-1-36(a),9-1-105,9-1-36(a),119
592,9-1-36(a),22-2-88(b),9-1-36(a),119
593,9-1-36(a),22-2-88(b),9-1-36(a),119
594,9-1-36(a),9-1-36(a),9-1-36(a),119
595,9-1-36(a),22-2-45,9-1-36(a),119
596,61-63.0600,22-2-88(b),61-63.0600,60
597,9-1-36(a),22-2-83(c),9-1-36(a),119
598,22-2-88(a),22-2-88(b),22-2-88(a),34
599,9-1-36(a),22-2-88(b),9-1-36(a),119
600,9-1-36(a),22-2-88(b),9-1-36(a),119
601,9-1-36(a),9-1-36(a),9-1-36(a),119
602,9-1-36(a),9-1-36(a),9-1-36(a),119
603,9-1-36(a),22-2-83(c),9-1-36(a),119
604,9-1-36(a),9-1-36(a),9-1-36(a),119
605,22-2-17,22-2-88(b),22-2-17,7
606,9-1-36(a),22-2-88(b),9-1-36(a),119
607,9-1-36(a),22-2-88(b),9-1-36(a),119
608,9-1-36(a),22-2-88(a),9-1-36(a),119
609,9-1-36(a),22-2-88(b),9-1-36(a),119
610,9-1-36(a),22-2-88(a),9-1-36(a),119
611,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
612,9-1-36(a),22-2-88(b),9-1-36(a),119
613,9-1-36(a),22-2-88(b),9-1-36(a),119
614,9-1-36(a),22-2-88(b),9-1-36(a),119
615,9-1-36(a),22-2-88(b),9-1-36(a),119
616,9-1-103(C),22-2-88(b),9-1-103(C),74
617,9-1-36(a),22-2-88(b),9-1-36(a),119
618,9-1-36(a),22-2-88(b),9-1-36(a),119
619,9-1-103(C),22-2-88(b),9-1-103(C),74
620,9-1-36(a),22-2-88(b),9-1-36(a),119
621,9-1-36(a),22-2-88(b),9-1-36(a),119
622,9-1-36(a),9-1-36(a),9-1-36(a),119
623,9-1-36(a),22-2-88(b),9-1-36(a),119
624,9-1-36(a),9-1-36(a),9-1-36(a),119
625,9-1-36(a),9-1-36(a),9-1-36(a),119
626,9-1-36(a),22-2-88(b),9-1-36(a),119
627,9-1-36(a),22-2-88(b),9-1-36(a),119
628,22-2-17,22-2-88(a),22-2-17,7
629,9-1-36(a),22-2-43,9-1-36(a),119
630,9-1-36(a),22-2-88(b),9-1-36(a),119
631,9-1-36(a),22-2-88(b),9-1-36(a),119
632,9-1-103(C),22-2-88(b),9-1-103(C),74
633,9-1-103(C),22-2-88(a),9-1-103(C),74
634,9-1-36(a),22-2-88(b),9-1-36(a),119
635,9-1-103(C),22-2-88(b),9-1-103(C),74
636,9-1-36(a),22-2-88(b),9-1-36(a),119
637,9-1-36(a),22-2-88(b),9-1-36(a),119
638,9-1-36(a),22-2-88(b),9-1-36(a),119
639,9-1-36(a),22-2-88(b),9-1-36(a),119
640,9-1-36(a),22-2-88(b),9-1-36(a),119
641,9-1-36(a),22-2-88(b),9-1-36(a),119
642,9-1-36(a),22-2-88(b),9-1-36(a),119
643,9-1-36(a),9-1-36(a),9-1-36(a),119
644,9-1-36(a),9-1-36(a),9-1-36(a),119
645,9-1-103(C),22-2-88(b),9-1-103(C),74
646,9-1-36(a),22-2-88(b),9-1-36(a),119
647,9-1-36(a),22-2-88(a),9-1-36(a),119
648,9-1-36(a),22-2-88(a),9-1-36(a),119
649,9-1-36(a),22-2-88(b),9-1-36(a),119
650,9-1-36(a),22-2-88(b),9-1-36(a),119
651,9-1-36(a),22-2-88(b),9-1-36(a),119
652,9-1-36(a),22-2-88(b),9-1-36(a),119
653,9-1-36(a),22-2-88(b),9-1-36(a),119
654,9-1-36(a),22-2-88(b),9-1-36(a),119
655,9-1-36(a),22-2-88(b),9-1-36(a),119
656,9-1-36(a),22-2-88(b),9-1-36(a),119
657,9-1-36(a),22-2-88(a),9-1-36(a),119
658,61-116.0100/32.0031,22-2-88(b),61-116.0100/32.0031,46
659,9-1-36(a),22-2-88(b),9-1-36(a),119
660,9-1-36(a),22-2-88(b),9-1-36(a),119
661,9-1-103(C),22-2-61,9-1-103(C),74
662,9-1-36(a),22-2-88(b),9-1-36(a),119
663,22-2-88(a),22-2-88(b),22-2-88(a),34
664,9-1-36(a),22-2-88(b),9-1-36(a),119
665,61-63.0600,22-2-88(b),61-63.0600,60
666,9-1-36(a),9-1-36(a),9-1-36(a),119
667,9-1-103(C),22-2-88(b),9-1-103(C),74
668,22-2-45,22-2-88(b),22-2-45,18
669,9-1-36(a),22-2-88(b),9-1-36(a),119
670,9-1-36(a),22-2-88(b),9-1-36(a),119
671,9-1-36(a),22-2-88(b),9-1-36(a),119
672,9-1-36(a),22-2-61,9-1-36(a),119
673,9-1-36(a),9-1-104,9-1-36(a),119
674,9-1-36(a),22-2-88(b),9-1-36(a),119
675,9-1-36(a),22-2-88(b),9-1-36(a),119
676,9-1-103(C),22-2-88(b),9-1-103(C),74
677,9-1-103(C),9-1-36(a),9-1-103(C),74
678,22-2-17,22-2-88(b),22-2-17,7
679,9-1-36(a),22-2-61,9-1-36(a),119
680,9-1-36(a),22-2-88(b),9-1-36(a),119
681,9-1-36(a),22-2-88(b),9-1-36(a),119
682,9-1-103(C),22-2-88(b),9-1-103(C),74
683,9-1-36(a),22-2-88(b),9-1-36(a),119
684,9-1-36(a),22-2-88(b),9-1-36(a),119
685,9-1-36(a),22-2-88(b),9-1-36(a),119
686,9-1-36(a),22-2-22(a),9-1-36(a),119
687,9-1-36(a),22-2-88(a),9-1-36(a),119
688,61-63.0500,22-2-88(b),61-63.0500,59
689,9-1-103(C),22-2-88(b),9-1-103(C),74
690,9-1-36(a),22-2-88(b),9-1-36(a),119
691,22-2-45,9-1-36(a),22-2-45,18
692,9-1-36(a),22-2-61,9-1-36(a),119
693,9-1-36(a),22-2-88(b),9-1-36(a),119
694,9-1-103(C),9-1-104,9-1-103(C),74
695,9-1-36(a),22-2-88(b),9-1-36(a),119
696,9-1-36(a),9-1-104,9-1-36(a),119
697,9-1-36(a),9-1-104,9-1-36(a),119
698,9-1-36(a),22-2-45,9-1-36(a),119
699,9-1-36(a),22-2-88(b),9-1-36(a),119
700,9-1-36(a),22-2-88(b),9-1-36(a),119
701,9-1-36(a),9-1-110(a),9-1-36(a),119
702,9-1-103(C),22-2-88(b),9-1-103(C),74
703,9-1-36(a),9-1-110(a),9-1-36(a),119
704,61-63.0100,22-2-45,61-63.0100,58
705,61-63.0100,9-1-104,61-63.0100,58
706,9-1-36(a),9-1-36(a),9-1-36(a),119
707,9-1-36(a),22-2-88(b),9-1-36(a),119
708,9-1-36(a),22-2-88(b),9-1-36(a),119
709,9-1-36(a),9-1-104,9-1-36(a),119
710,9-1-36(a),22-2-88(b),9-1-36(a),119
711,61-63.0500,22-2-88(b),61-63.0500,59
712,61-63.0500,22-2-88(b),61-63.0500,59
713,22-2-17,22-2-88(b),22-2-17,7
714,22-2-17,22-2-88(b),22-2-17,7
715,9-1-36(a),9-1-111,9-1-36(a),119
716,9-1-36(a),22-2-22(a),9-1-36(a),119
717,9-1-36(a),22-2-22(a),9-1-36(a),119
718,9-1-36(a),22-2-88(b),9-1-36(a),119
719,9-1-36(a),22-2-22(a),9-1-36(a),119
720,9-1-36(a),22-2-88(b),9-1-36(a),119
721,9-1-36(a),22-2-88(b),9-1-36(a),119
722,9-1-36(a),9-1-104,9-1-36(a),119
723,9-1-103(C),22-2-88(b),9-1-103(C),74
724,9-1-103(C),22-2-88(b),9-1-103(C),74
725,9-1-36(a),9-1-104,9-1-36(a),119
726,9-1-36(a),22-2-88(a),9-1-36(a),119
727,9-1-36(a),22-2-22(a),9-1-36(a),119
728,9-1-36(a),22-2-88(b),9-1-36(a),119
729,9-1-36(a),22-2-88(a),9-1-36(a),119
730,22-2-83(a)(b)(c),9-1-202,22-2-83(a)(b)(c),25
731,9-1-36(a),22-2-88(b),9-1-36(a),119
732,9-1-36(a),22-2-88(b),9-1-36(a),119
733,9-1-36(a),22-2-45,9-1-36(a),119
734,9-1-36(a),9-1-104,9-1-36(a),119
735,9-1-36(a),22-2-88(b),9-1-36(a),119
736,22-2-88,9-1-104,22-2-88,33
737,9-1-36(a),22-2-88(b),9-1-36(a),119
738,9-1-36(a),9-1-104,9-1-36(a),119
739,9-1-36(a),22-2-88(a),9-1-36(a),119
740,9-1-36(a),9-1-202,9-1-36(a),119
741,9-1-103(C),22-2-88(b),9-1-103(C),74
742,9-1-36(a),9-1-104,9-1-36(a),119
743,9-1-36(a),22-2-83(c),9-1-36(a),119
744,9-1-36(a),22-2-88(b),9-1-36(a),119
745,9-1-36(a),22-2-43,9-1-36(a),119
746,9-1-36(a),22-2-88(b),9-1-36(a),119
747,9-1-36(a),22-2-88(b),9-1-36(a),119
748,9-1-36(a),22-2-88(b),9-1-36(a),119
749,61-63.0600,9-1-104,61-63.0600,60
750,9-1-103(C),22-2-88(b),9-1-103(C),74
751,9-1-103(C),22-2-45,9-1-103(C),74
752,61-63.0600,9-1-201(a),61-63.0600,60
753,9-1-36(a),9-1-110(a),9-1-36(a),119
754,61-63.0100,9-1-110(a),61-63.0100,58
755,61-63.0100,9-1-104,61-63.0100,58
756,9-1-103(C),9-1-105,9-1-103(C),74
757,9-1-36(a),22-2-22(a),9-1-36(a),119
758,61-63.0600,22-2-88(b),61-63.0600,60
759,9-1-36(a),22-2-43,9-1-36(a),119
760,9-1-36(a),22-2-88(b),9-1-36(a),119
761,22-2-45,22-2-88(b),22-2-45,18
762,61-63.0100,9-1-104,61-63.0100,58
763,9-1-36(a),22-2-43,9-1-36(a),119
764,9-1-36(a),22-2-43,9-1-36(a),119
765,9-1-36(a),9-1-104,9-1-36(a),119
766,9-1-36(a),9-1-36(a),9-1-36(a),119
767,9-1-36(a),22-2-88(b),9-1-36(a),119
768,9-1-36(a),22-2-22(a),9-1-36(a),119
769,9-1-36(a),22-2-88(b),9-1-36(a),119
770,9-1-36(a),22-2-88(b),9-1-36(a),119
771,22-2-83(a)(b)(c),22-2-43,22-2-83(a)(b)(c),25
772,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
773,9-1-36(a),22-2-43,9-1-36(a),119
774,9-1-36(a),22-2-88(b),9-1-36(a),119
775,9-1-36(a),22-2-61,9-1-36(a),119
776,22-2-45,22-2-88(b),22-2-45,18
777,9-1-36(a),22-2-88(b),9-1-36(a),119
778,9-1-36(a),9-1-104,9-1-36(a),119
779,22-2-88,22-2-83(c),22-2-88,33
780,9-1-36(a),22-2-88(b),9-1-36(a),119
781,9-1-36(a),22-2-43,9-1-36(a),119
782,9-1-36(a),22-2-88(b),9-1-36(a),119
783,22-2-83(a)(b)(c),22-2-61,22-2-83(a)(b)(c),25
784,9-1-36(a),22-2-88(b),9-1-36(a),119
785,9-1-36(a),22-2-88(b),9-1-36(a),119
786,9-1-36(a),9-1-36(a),9-1-36(a),119
787,9-1-36(a),22-2-88(b),9-1-36(a),119
788,9-1-36(a),9-1-104,9-1-36(a),119
789,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
790,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
791,9-1-36(a),9-1-104,9-1-36(a),119
792,9-1-36(a),22-2-88(b),9-1-36(a),119
793,9-1-36(a),9-1-104,9-1-36(a),119
794,9-1-36(a),22-2-88(b),9-1-36(a),119
795,9-1-36(a),22-2-88(b),9-1-36(a),119
796,9-1-36(a),22-2-88(b),9-1-36(a),119
797,9-1-103(C),22-2-88(b),9-1-103(C),74
798,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
799,22-2-83(a)(b)(c),22-2-83(c),22-2-83(a)(b)(c),25
800,9-1-103(C),22-2-88(b),9-1-103(C),74
801,9-1-36(a),22-2-88(b),9-1-36(a),119
802,9-1-103(C),22-2-88(b),9-1-103(C),74
803,9-1-103(C),22-2-88(b),9-1-103(C),74
804,9-1-36(a),22-2-88(b),9-1-36(a),119
805,9-1-103(C),9-1-104,9-1-103(C),74
806,9-1-36(a),9-1-110(a),9-1-36(a),119
807,9-1-103(C),22-2-88(b),9-1-103(C),74
808,9-1-103(C),22-2-88(b),9-1-103(C),74
809,22-2-22,22-2-88(a),22-2-22,11
810,22-2-17,22-2-88(b),22-2-17,7
811,9-1-36(a),22-2-88(b),9-1-36(a),119
812,9-1-36(a),22-2-88(b),9-1-36(a),119
813,9-1-103(C),22-2-88(b),9-1-103(C),74
814,9-1-36(a),22-2-88(b),9-1-36(a),119
815,9-1-103(C),22-2-88(b),9-1-103(C),74
816,22-2-22,22-2-88(b),22-2-22,11
817,22-2-17,22-2-22(a),22-2-17,7
818,9-1-103(C),22-2-88(a),9-1-103(C),74
819,9-1-103(C),22-2-88(b),9-1-103(C),74
820,9-1-36(a),9-1-104,9-1-36(a),119
821,22-2-22,22-2-88(b),22-2-22,11
822,9-1-36(a),22-2-83(c),9-1-36(a),119
823,9-1-36(a),9-1-104,9-1-36(a),119
824,9-1-103(C),22-2-88(b),9-1-103(C),74
825,9-1-36(a),9-1-36(a),9-1-36(a),119
826,9-1-36(a),22-2-88(b),9-1-36(a),119
827,22-2-17,22-2-88(b),22-2-17,7
828,9-1-103(C),9-1-101,9-1-103(C),74
829,9-1-36(a),22-2-88(b),9-1-36(a),119
830,9-1-36(a),22-2-88(b),9-1-36(a),119
831,9-1-36(a),22-2-22(a),9-1-36(a),119
832,9-1-103(C),22-2-88(b),9-1-103(C),74
833,9-1-103(C),22-2-88(b),9-1-103(C),74
834,9-1-103(C),22-2-88(b),9-1-103(C),74
835,9-1-36(a),22-2-22(a),9-1-36(a),119
836,9-1-103(C),9-1-201(a),9-1-103(C),74
837,9-1-36(a),9-1-105,9-1-36(a),119
838,9-1-36(a),20130901,9-1-36(a),119
839,9-1-36(a),22-2-22(a),9-1-36(a),119
840,9-1-36(a),22-2-88(b),9-1-36(a),119
841,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
842,9-1-36(a),22-2-88(b),9-1-36(a),119
843,9-1-36(a),22-2-88(b),9-1-36(a),119
844,9-1-36(a),22-2-88(b),9-1-36(a),119
845,9-1-36(a),22-2-43,9-1-36(a),119
846,9-1-103(C),22-2-88(b),9-1-103(C),74
847,9-1-36(a),9-1-104,9-1-36(a),119
848,9-1-36(a),9-1-105,9-1-36(a),119
849,9-1-103(C),20130901,9-1-103(C),74
850,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
851,9-1-36(a),22-2-88(b),9-1-36(a),119
852,9-1-36(a),22-2-22(a),9-1-36(a),119
853,9-1-103(C),22-2-88(b),9-1-103(C),74
854,9-1-103(C),22-2-88(b),9-1-103(C),74
855,9-1-36(a),22-2-88(b),9-1-36(a),119
856,9-1-36(a),22-2-88(b),9-1-36(a),119
857,9-1-36(a),9-1-101,9-1-36(a),119
858,22-2-83(a)(b)(c),22-2-88(b),22-2-83(a)(b)(c),25
859,9-1-36(a),9-1-101,9-1-36(a),119
860,9-1-36(a),22-2-88(b),9-1-36(a),119
861,9-1-36(a),22-2-88(b),9-1-36(a),119
862,22-2-22,22-2-88(b),22-2-22,11
863,9-1-103(C),22-2-88(b),9-1-103(C),74
864,9-1-103(C),22-2-88(b),9-1-103(C),74
865,9-1-103(C),22-2-88(b),9-1-103(C),74
866,22-2-22,22-2-88(b),22-2-22,11
867,9-1-36(a),22-2-88(b),9-1-36(a),119
868,9-1-36(a),9-1-101,9-1-36(a),119
869,9-1-36(a),22-2-88(b),9-1-36(a),119
870,9-1-36(a),22-2-88(a),9-1-36(a),119
871,9-1-103(C),9-1-202,9-1-103(C),74
872,9-1-103(C),22-2-45,9-1-103(C),74
873,9-1-103(C),22-2-45,9-1-103(C),74
874,9-1-36(a),9-1-110(a),9-1-36(a),119
875,9-1-36(a),22-2-88(a),9-1-36(a),119
876,9-1-36(a),9-1-202,9-1-36(a),119
877,9-1-36(a),9-1-202,9-1-36(a),119
878,9-1-36(a),22-2-88(a),9-1-36(a),119
879,9-1-103(C),9-1-36(a),9-1-103(C),74
880,9-1-103(C),9-1-43(a) - (Structu,9-1-103(C),74
881,9-1-103(C),9-1-81(a),9-1-103(C),74
882,9-1-36(a),9-1-82(d) - (Structu,9-1-36(a),119
883,9-1-36(a),22-2-83(c),9-1-36(a),119
884,9-1-36(a),22-2-88(b),9-1-36(a),119
885,9-1-36(a),22-2-88(b),9-1-36(a),119
886,9-1-36(a),22-2-22(a),9-1-36(a),119
887,9-1-36(a),22-2-88(b),9-1-36(a),119
888,9-1-36(a),22-2-88(b),9-1-36(a),119
889,9-1-36(a),22-2-88(b),9-1-36(a),119
890,9-1-36(a),22-2-83(c),9-1-36(a),119
891,9-1-36(a),22-2-88(b),9-1-36(a),119
892,9-1-36(a),22-2-88(b),9-1-36(a),119
893,9-1-36(a),22-2-43,9-1-36(a),119
894,9-1-36(a),22-2-88(b),9-1-36(a),119
895,9-1-36(a),22-2-22(a),9-1-36(a),119
896,9-1-36(a),9-1-36(a),9-1-36(a),119
897,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
898,22-2-83(a)(b)(c),9-1-43(a) - (Dwellin,22-2-83(a)(b)(c),25
899,22-2-17,9-1-81(a),22-2-17,7
900,9-1-36(a),22-2-88(b),9-1-36(a),119
901,9-1-36(a),22-2-88(b),9-1-36(a),119
902,9-1-36(a),22-2-88(b),9-1-36(a),119
903,61-63.0100,22-2-88(b),61-63.0100,58
904,61-63.0100,22-2-88(b),61-63.0100,58
905,61-63.0100,9-1-36(a),61-63.0100,58
906,22-2-45,9-1-43(a) - (Structu,22-2-45,18
907,9-1-103(C),22-2-88(b),9-1-103(C),74
908,9-1-36(a),22-2-83(c),9-1-36(a),119
909,22-2-45,22-2-61,22-2-45,18
910,9-1-36(a),22-2-88(a),9-1-36(a),119
911,9-1-36(a),9-1-110(a),9-1-36(a),119
912,22-2-22,22-2-88(b),22-2-22,11
913,9-1-36(a),22-2-88(b),9-1-36(a),119
914,9-1-103(C),22-2-88(b),9-1-103(C),74
915,9-1-103(C),9-1-36(a),9-1-103(C),74
916,9-1-36(a),9-1-43(a) - (Structu,9-1-36(a),119
917,9-1-36(a),9-1-110(a),9-1-36(a),119
918,9-1-36(a),22-2-61,9-1-36(a),119
919,9-1-36(a),22-2-61,9-1-36(a),119
920,9-1-36(a),22-2-61,9-1-36(a),119
921,9-1-36(a),22-2-61,9-1-36(a),119
922,9-1-103(C),22-2-61,9-1-103(C),74
923,9-1-36(a),22-2-61,9-1-36(a),119
924,22-2-45,22-2-61,22-2-45,18
925,9-1-103(C),22-2-88(b),9-1-103(C),74
926,61-63.0100,9-1-113,61-63.0100,58
927,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
928,61-63.0100,9-1-50 (e),61-63.0100,58
929,61-63.0100,22-2-61,61-63.0100,58
930,22-2-22,22-2-88(b),22-2-22,11
931,9-1-36(a),22-2-61,9-1-36(a),119
932,9-1-36(a),22-2-61,9-1-36(a),119
933,9-1-103(C),22-2-88(b),9-1-103(C),74
934,9-1-36(a),22-2-61,9-1-36(a),119
935,9-1-36(a),22-2-61,9-1-36(a),119
936,9-1-36(a),9-1-50(a),9-1-36(a),119
937,22-2-17,22-2-88(b),22-2-17,7
938,9-1-36(a),9-1-101,9-1-36(a),119
939,9-1-36(a),22-2-88(b),9-1-36(a),119
940,22-2-22,22-2-61,22-2-22,11
941,9-1-36(a),9-1-36(a),9-1-36(a),119
942,9-1-36(a),22-2-61,9-1-36(a),119
943,22-2-45,22-2-61,22-2-45,18
944,9-1-36(a),22-2-61,9-1-36(a),119
945,9-1-36(a),22-2-61,9-1-36(a),119
946,9-1-36(a),22-2-88(b),9-1-36(a),119
947,22-2-17,22-2-61,22-2-17,7
948,22-2-83(a)(b)(c),9-1-105,22-2-83(a)(b)(c),25
949,9-1-36(a),9-1-36(a),9-1-36(a),119
950,9-1-36(a),22-2-88(b),9-1-36(a),119
951,9-1-103(C),22-2-88(b),9-1-103(C),74
952,9-1-103(C),22-2-61,9-1-103(C),74
953,9-1-36(a),22-2-61,9-1-36(a),119
954,9-1-36(a),9-1-104,9-1-36(a),119
955,9-1-36(a),22-2-88(b),9-1-36(a),119
956,9-1-36(a),20130901,9-1-36(a),119
957,9-1-36(a),9-1-111,9-1-36(a),119
958,22-2-45,22-2-61,22-2-45,18
959,9-1-36(a),22-2-88(b),9-1-36(a),119
960,9-1-36(a),22-2-61,9-1-36(a),119
961,22-2-83(a)(b)(c),9-1-113,22-2-83(a)(b)(c),25
962,9-1-36(a),9-1-36(a),9-1-36(a),119
963,22-2-17,9-1-36(a),22-2-17,7
964,9-1-103(C),9-1-50(b),9-1-103(C),74
965,9-1-36(a),9-1-104,9-1-36(a),119
966,61-63.0100,22-2-88(b),61-63.0100,58
967,61-63.0100,9-1-206,61-63.0100,58
968,61-63.0100,9-1-205,61-63.0100,58
969,61-63.0100,9-1-104,61-63.0100,58
970,22-2-17,22-2-88(b),22-2-17,7
971,9-1-36(a),9-1-50(a),9-1-36(a),119
972,22-2-45,9-1-36(a),22-2-45,18
973,22-2-17,22-2-43,22-2-17,7
974,9-1-36(a),22-2-88(b),9-1-36(a),119
975,9-1-36(a),9-1-110(a),9-1-36(a),119
976,22-2-22,22-2-88(b),22-2-22,11
977,22-2-45,9-1-36(a),22-2-45,18
978,22-2-17,9-1-104,22-2-17,7
979,9-1-36(a),22-2-88(b),9-1-36(a),119
980,22-2-45,22-2-88(a),22-2-45,18
981,9-1-36(a),9-1-104,9-1-36(a),119
982,22-2-22,9-1-50(a),22-2-22,11
983,9-1-36(a),9-1-50 (e),9-1-36(a),119
984,9-1-36(a),9-1-81(a),9-1-36(a),119
985,9-1-36(a),9-1-36(a),9-1-36(a),119
986,22-2-22,9-1-82(d) - (Dwellin,22-2-22,11
987,9-1-36(a),9-1-104,9-1-36(a),119
988,61-63.0100,22-2-88(b),61-63.0100,58
989,9-1-36(a),9-1-50 (e),9-1-36(a),119
990,9-1-103(C),9-1-113,9-1-103(C),74
991,22-2-45,9-1-50(a),22-2-45,18
992,9-1-36(a),22-2-88(b),9-1-36(a),119
993,9-1-36(a),9-1-104,9-1-36(a),119
994,22-2-45,9-1-81(a),22-2-45,18
995,22-2-45,9-1-36(a),22-2-45,18
996,22-2-17,22-2-61,22-2-17,7
997,9-1-103(C),22-2-88(b),9-1-103(C),74
998,9-1-36(a),9-1-36(a),9-1-36(a),119
999,9-1-103(C),9-1-50(a),9-1-103(C),74
1000,9-1-103(C),9-1-36(a),9-1-103(C),74
1001,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
1002,22-2-45,9-1-36(a),22-2-45,18
1003,9-1-36(a),9-1-81(a),9-1-36(a),119
1004,9-1-36(a),9-1-36(a),9-1-36(a),119
1005,9-1-36(a),22-2-88(b),9-1-36(a),119
1006,22-2-22,9-1-50(a),22-2-22,11
1007,22-2-45,9-1-36(a),22-2-45,18
1008,22-2-45,9-1-43(a) - (Dwellin,22-2-45,18
1009,9-1-103(C),22-2-88(b),9-1-103(C),74
1010,9-1-36(a),9-1-104,9-1-36(a),119
1011,22-2-17,22-2-88(b),22-2-17,7
1012,9-1-36(a),22-2-88(b),9-1-36(a),119
1013,9-1-103(C),22-2-61,9-1-103(C),74
1014,22-2-45,9-1-36(a),22-2-45,18
1015,9-1-36(a),9-1-36(a),9-1-36(a),119
1016,9-1-103(C),9-1-36(a),9-1-103(C),74
1017,9-1-36(a),9-1-81(a),9-1-36(a),119
1018,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
1019,9-1-36(a),9-1-36(a),9-1-36(a),119
1020,9-1-36(a),22-2-88(b),9-1-36(a),119
1021,9-1-36(a),22-2-61,9-1-36(a),119
